unit_id,label_zh,label_en,symbol,alias,quantitykind,dimensionVec,conversionVal,basicUnit,frequency,keywords_zh,description_zh,description_en,informativeReference
PER-IN3,每立方英寸,Reciprocal Cubic Inch,,,InverseVolume,A0E0L-3I0M0H0T0D0,61023.76,,33.90541067415654,,,,
PER-J-M3,每焦耳立方米,Reciprocal Joule Cubic Metre,,,EnergyDensityOfStates,A0E0L1I0M-1H0T2D0,1.0,PER-J-M3,41.873880898875385,,,,http://www.iso.org/iso/catalogue_detail?csnumber=31897
PER-K,每开尔文,Reciprocal Kelvin,,,"CubicExpansionCoefficient,InverseTemperature,LinearExpansionCoefficient,RelativePressureCoefficient",A0E0L0I0M0H-1T0D0,1.0,PER-K,36.0832079023956,,它是热导率的衡量单位，表示在温度变化一个开尔文时，相应的热阻值的变化量。常用于描述材料或系统的热传导性能。,"Per Kelvin Unit is a denominator unit with dimensions (/k).""",
PER-KiloM,每千米,Reciprocal Kilometre,,,"AngularReciprocalLatticeVector,AttenuationCoefficient,CurvatureFromRadius,InverseLength,LinearAbsorptionCoefficient,LinearAttenuationCoefficient,LinearIonization,PhaseCoefficient,PropagationCoefficient",A0E0L-1I0M0H0T0D0,0.001,PER-M,33.90541067415654,,,"Per Kilometer Unit is a denominator unit with dimensions (/km).""",
PER-KiloV-A-HR,每千伏特安培小时,Reciprocal Kilovolt Ampere Hour,,,InverseEnergy,A0E0L-2I0M-1H0T2D0,0.001,PER-KiloV-A-SEC,45.858116011234806,,,,
PER-L,每公升,Reciprocal Litre,,,InverseVolume,A0E0L-3I0M0H0T0D0,1000.0,,37.03427821264505,,它表示一种物质在每升溶液中的摩尔数或质量，因此也可用于描述浓度。常用于化学和生物学等领域。,,
PER-M,每米,Reciprocal Metre,,,"AngularReciprocalLatticeVector,AttenuationCoefficient,CurvatureFromRadius,InverseLength,LinearAbsorptionCoefficient,LinearAttenuationCoefficient,LinearIonization,PhaseCoefficient,PropagationCoefficient",A0E0L-1I0M0H0T0D0,1.0,PER-M,37.36044525322152,,逆米是表示波长、波数等物理量的单位，是波长为1米的光波中所包含的波数。常用于光学、电子学等领域。,"Per Meter Unit is a denominator unit with dimensions (/m).""",
PER-M-K,每开尔文,Reciprocal Metre Kelvin,,,InverseLengthTemperature,A0E0L-1I0M0H-1T0D0,1.0,PER-M-K,41.873880898875385,,,"Per Meter Kelvin Unit is a denominator unit with dimensions (/m.k).""",
PER-M-NanoM,每米纳米,Reciprocal metre per nanometre,,,,A0E0L-2I0M0H0T0D0,,,41.873880898875385,,,,
PER-M-NanoM-SR,每米每纳米每球面度,Reciprocal metre per nanometre per steradian,,,,A0E0L-2I0M0H0T0D0,,,45.858116011234806,,,,
PER-M-SEC,每米每秒,Reciprocal metre per second,,,,A0E0L-1I0M0H0T-1D0,,,41.873880898875385,,,,
PER-M-SR,每米每球面度,Reciprocal metre per steradian,,,,A0E0L-1I0M0H0T0D0,,,41.873880898875385,,,,
PER-M2,每平方米,Reciprocal Square Metre,m^{-2},,ParticleFluence,A0E0L-2I0M0H0T0D0,1.0,PER-M2,33.90541067415654,,"['DerivedUnit', 'Unit']","""Per Square Meter"" is a denominator unit with dimensions (/m^2).""",
PER-M2-SEC,每平方米秒,Reciprocal square metre per second,,,"Flux,ParticleCurrent,ParticleFluenceRate",A0E0L-2I0M0H0T-1D0,1.0,PER-M2-SEC,41.873880898875385,,"['DerivedUnit', 'Unit']",,
PER-M3,每立方米,Reciprocal Cubic Metre,,,"InverseVolume,NumberDensity",A0E0L-3I0M0H0T0D0,1.0,PER-M3,33.90541067415654,,,"""Per Cubic Meter"" is a denominator unit with dimensions (/m^3).""",
PER-M3-SEC,每立方米秒,Reciprocal cubic metre per second,,,"ParticleSourceDensity,Slowing-DownDensity",A0E0L-3I0M0H0T-1D0,1.0,PER-M3-SEC,41.873880898875385,,"['DerivedUnit', 'Unit']",,
PER-MILLE-PER-PSI,每米勒每磅每平方英寸,Reciprocal Mille Per Psi,,,"Compressibility,InversePressure,IsothermalCompressibility",A0E0L1I0M-1H0T2D0,1.45e-07,PER-PA,41.873880898875385,,,,
PER-MIN,每分钟,Reciprocal Minute,,,Frequency,A0E0L0I0M0H0T-1D0,60.0,HZ,41.99502514697095,,它表示每分钟的倒数，通常用于描述角速度或是频率。,"A reciprocal unit of time for (reciprocal minute) or (inverse minute).""",
PER-MO,每月,Reciprocal Month,,,Frequency,A0E0L0I0M0H0T-1D0,3.92e-07,HZ,47.64816363259872,,它是一个时间单位，表示每月的倒数。常用于天文学中描述天体运动的周期。,,
PER-MOL,每摩尔,Reciprocal Mole,,,InverseAmountOfSubstance,A-1E0L0I0M0H0T0D0,1.0,PER-MOL,36.682135928011206,,每摩尔是化学中用于量化化学反应中物质的摩尔质量的倒数的单位，通常用于表示物质的摩尔浓度。,"<p><strong>Per Mole Unit</strong> is a denominator unit with dimensions (mol^{-1})</p>.""",
PER-MicroM,每微米,Reciprocal Micrometre,,,"AngularReciprocalLatticeVector,AttenuationCoefficient,CurvatureFromRadius,InverseLength,LinearAbsorptionCoefficient,LinearAttenuationCoefficient,LinearIonization,PhaseCoefficient,PropagationCoefficient",A0E0L-1I0M0H0T0D0,1000000.0,PER-M,33.90541067415654,,,"Per Micrometer Unit is a denominator unit with dimensions (/microm).""",
PER-MicroMOL-L,每微摩尔每升,Reciprocal micromole per litre,,,,A-1E0L-3I0M0H0T0D0,,,41.873880898875385,,,Units used to describe the sensitivity of detection of a spectrophotometer.,
PER-MilliM,每毫米,Reciprocal Millimetre,,,"AngularReciprocalLatticeVector,AttenuationCoefficient,CurvatureFromRadius,InverseLength,LinearAbsorptionCoefficient,LinearAttenuationCoefficient,LinearIonization,PhaseCoefficient,PropagationCoefficient",A0E0L-1I0M0H0T0D0,1000.0,PER-M,33.90541067415654,,,"Per Millimeter Unit is a denominator unit with dimensions (/mm).""",
PER-MilliM3,每立方毫米,Reciprocal Cubic Millimetre,,,InverseVolume,A0E0L-3I0M0H0T0D0,1000000000.0,,33.90541067415654,,,,
PER-MilliSEC,每毫秒,Reciprocal millisecond,,,Frequency,A0E0L0I0M0H0T-1D0,1000.0,HZ,33.90541067415654,,,,
PER-NanoM,每纳米,Reciprocal Nanometre,,,"AngularReciprocalLatticeVector,AttenuationCoefficient,CurvatureFromRadius,InverseLength,LinearAbsorptionCoefficient,LinearAttenuationCoefficient,LinearIonization,PhaseCoefficient,PropagationCoefficient",A0E0L-1I0M0H0T0D0,1000000000.0,PER-M,33.90541067415654,,,"Per Nanometer Unit is a denominator unit with dimensions (/nm).""",
PER-PA,每帕,Reciprocal Pascal,,,"Compressibility,InversePressure,IsentropicCompressibility,IsothermalCompressibility",A0E0L1I0M-1H0T2D0,1.0,PER-PA,33.90541067415654,,"['DerivedUnit', 'Unit']",,http://en.wikipedia.org/wiki/Pascal?oldid=492989202
PER-PA-SEC,每帕秒,Reciprocal Pascal per second,,,,A0E0L1I0M-1H0T1D0,,,41.873880898875385,,,,
PER-PSI,每磅每平方英寸,Reciprocal Psi,,,InversePressure,A0E0L1I0M-1H0T2D0,0.000145038,,33.90541067415654,,,,
PER-PicoM,每皮米,Reciprocal Picometre,,,"AngularReciprocalLatticeVector,AttenuationCoefficient,CurvatureFromRadius,InverseLength,LinearAbsorptionCoefficient,LinearAttenuationCoefficient,LinearIonization,PhaseCoefficient,PropagationCoefficient",A0E0L-1I0M0H0T0D0,1000000000000.0,PER-M,33.90541067415654,,,"Per Picoometer Unit is a denominator unit with dimensions (/pm).""",
PER-SEC,每秒,Reciprocal Second,,,Frequency,A0E0L0I0M0H0T-1D0,1.0,HZ,47.31278309375215,,”Reciprocal Second”表示每秒钟内发生的事件数量的倒数，通常用于描述频率或速率。在物理学和电子学中，它通常用于描述电信号和振动的频率。,"A reciprical unit of time for (reciprocal second) or (inverse second). The (Per Second) is a unit of rate.""",
PER-SEC-M2,每秒平方米,Reciprocal Second Square Metre,,,Flux,A0E0L-2I0M0H0T-1D0,1.0,PER-M2-SEC,41.873880898875385,,,"(Per Second Square Meter) is a measure of flux with dimensions (/sec-m^2).""",
PER-SEC-M2-SR,每秒平方米球面度,Reciprocal Second Square Metre Steradian,,,PhotonRadiance,A0E0L-2I0M0H0T-1D0,1.0,PER-SEC-M2-SR,45.858116011234806,,,"Per Second Square Meter Steradian is a denominator unit with dimensions (/sec-m^2-sr).""",
PER-SEC-SR,每秒球面度,Reciprocal Second Steradian,,,"PhotonIntensity,TemporalSummationFunction",A0E0L0I0M0H0T-1D0,1.0,PER-SEC-SR,41.873880898875385,,,"Per Second Steradian Unit is a denominator unit with dimensions (/sec-sr).""",
PER-SEC2,每平方秒,Reciprocal square second,,,,A0E0L0I0M0H0T-2D0,,,36.42165876772995,,它是一个加速度的单位，通常用于描述物体在单位时间内改变速度的情况。每平方秒相当于每秒内速度改变了多少。,,
PER-SR,每球面度,Reciprocal steradian,,,,A0E0L0I0M0H0T0D1,,,33.90541067415654,,,,
PER-T-M,每特斯拉米,Reciprocal Tesla Metre,,,MagneticReluctivity,A0E1L-1I0M-1H0T2D0,1.0,PER-T-M,41.873880898875385,,,"Per Tesla Meter Unit is a denominator unit with dimensions (/m .cdot T).""",
PER-T-SEC,每特斯拉秒,Reciprocal Tesla Second Unit,,,ElectricChargePerMass,A0E1L0I0M-1H0T1D0,1.0,C-PER-KiloGM,41.873880898875385,,,"Per Tesla Second Unit is a denominator unit with dimensions (/s . T).""",
PER-WB,每韦伯,Reciprocal Weber,,,InverseMagneticFlux,A0E1L-2I0M-1H0T2D0,1.0,PER-WB,33.90541067415654,,,,http://www.iso.org/iso/catalogue_detail?csnumber=31897
PER-WK,每逆周,Reciprocal Week,,,Frequency,A0E0L0I0M0H0T-1D0,1.65e-06,HZ,37.59634864340682,,“Reciprocal Week”是一个很少使用的物理单位，表示每逆周的频率，即每秒钟的逆周数。在电磁学和无线电通信中使用。,,
PER-YD3,每立方码,Reciprocal Cubic Yard,,,InverseVolume,A0E0L-3I0M0H0T0D0,1.307951,,33.90541067415654,,,,
PER-YR,每年倒数,Reciprocal Year,,,Frequency,A0E0L0I0M0H0T-1D0,3.17e-08,HZ,38.88001371193964,,Reciprocal Year是一个时间单位，表示每年的倒数。它通常用于描述天文学中的周期性现象，如恒星的自转周期和行星的公转周期。,,
PERCENT,百分之……,Percent,%,,"DimensionlessRatio,LengthPercentage,PressurePercentage,Prevalence,RelativeHumidity,RelativePartialPressure,ResistancePercentage,TimePercentage,VoltagePercentage",A0E0L0I0M0H0T0D1,,,10.0,"比例,占比,增长率",,"""Percent"" is a unit for  Dimensionless Ratio expressed as (%).""",http://en.wikipedia.org/wiki/Percentage?oldid=495284540
PERCENT-PER-DAY,百分之……每天,Percent per day,%/d,,Frequency,A0E0L0I0M0H0T-1D0,1.16e-05,HZ,41.35490367176062,,它是一个表示每天变化的百分比的单位，常用于金融领域和投资领域。例如，银行利率的增长率可以用“每天百分之多少”来描述。,,
PERCENT-PER-HR,百分之……每小时,Percent per hour,%/h,,Frequency,A0E0L0I0M0H0T-1D0,0.000277778,HZ,41.3416122239408,,"它是一种速率单位，通常用于描述某个数量在每小时内增加或减少的百分比。例如，某个酒精浓度每小时减少了1%可以表示为""decreased by 1 percent per hour""，缩写为""%/h""或""%/hr""。",,
PERCENT-PER-M,百分之……每米,Percent per metre,%/m,,,A0E0L-1I0M0H0T0D0,,,37.95681709773008,,它是衡量某种物质或现象在单位长度内含有百分比的单位。常用于描述材料的透明度、反射率、吸收率等性质。例如，光学材料的透明度可以用百分之透光率每米表示。,,
PERCENT-PER-WK,每周百分比,Percent per week,%/wk,,Frequency,A0E0L0I0M0H0T-1D0,1.65e-06,HZ,40.82456924054441,,这不是一个常见的物理单位或货币单位，它可能是用于描述增长率或利润率等经济指标的单位。所以其常见别名和解释也没有被确定下来。,A rate of change in percent over a period of 7 days,
PERCENT_RH,相对湿度百分率,Percent Relative Humidity,,,RelativeHumidity,A0E0L0I0M0H0T0D1,0.01,,10.0,"湿度,雨水,空气,蒸发",,,
PERMEABILITY_EM_REL,亲戚电磁的渗透性,Relative Electromagnetic Permeability,,,ElectromagneticPermeabilityRatio,A0E0L0I0M0H0T0D1,1.0,PERMEABILITY_EM_REL,10.0,"电磁波,辐射,介质,周期",,"Relative permeability, denoted by the symbol (mu _T), is the ratio of the permeability of a specific medium to the permeability of free space (mu _0)""",http://en.wikipedia.org/wiki/Relative_permeability
PERMEABILITY_REL,相对渗透率,Relative Permeability,,,PermeabilityRatio,A0E0L0I0M0H0T0D1,1.26e-06,,10.0,"溶液,浓度,渗透压",,"In multiphase flow in porous media, the relative permeability of a phase is a dimensionless measure of the effective permeability of that phase. It is the ratio of the effective permeability of that phase to the absolute permeability. It can be viewed as an adaptation of Darcys law to multiphase flow. For two-phase flow in porous media given steady-state conditions, we can write where is the flux, is the pressure drop, is the viscosity.""","http://en.wikipedia.org/wiki/Relative_permeability,http://baike.baidu.com/view/134937.htm"
PERMITTIVITY_REL,相对介电常数,Relative Permittivity,ε?,,Permittivity,A0E2L-3I0M-1H0T4D0,8.85e-12,FARAD-PER-M,24.564196319486538,"电介质,电容,介质",它是一个介电材料的特性参数，表示该材料相对于真空或空气的电容率，也可以用来描述电场强度和介电材料之间的关系。常见单位是无量纲的。,"""""The (relative permittivity) of a material under given conditions reflects the extent to which it concentrates electrostatic lines of flux. In technical terms, it is the ratio of the amount of electrical energy stored in a material by an applied voltage, relative to that stored in a vacuum. Likewise, it is also the ratio of the capacitance of a capacitor using that material as a dielectric, compared to a similar capacitor that has a vacuum as its dielectric. Relative permittivity is a dimensionless number that is in general complex. The imaginary portion of the permittivity corresponds to a phase shift of the polarization P relative to E and leads to the attenuation of electromagnetic waves passing through the medium.</p>

<p>(epsilon_r(w) = frac{epsilon(w)}{epsilon_O}) where (epsilon_r(w)) is the complex frequency-dependent absolute permittivity of the material, and (epsilon_O) is the vacuum permittivity.""""""","http://en.wikipedia.org/wiki/Relative_permittivity?oldid=489664437','http://en.wikipedia.org/wiki/Relative_static_permittivity?oldid=334224492','http://www.ncert.nic.in/html/learning_basket/electricity/electricity/charges%20&%20fields/absolute_permittivity.htm"
PH,酸度,Acidity,,,,A0E0L0I0M0H0T0D1,,,10.0,"酸碱,pH值,酸性,酸雨",酸度是对化合物（例如脂肪酸）或混合物中游离羧酸基团数量的一个计量标准。,the negative decadic logarithmus of the concentration of free protons (or hydronium ions) expressed in 1 mol/l.,",http://baike.baidu.com/view/538428.htm"
PHOT,辐透,Phot,ph,,LuminousFluxPerArea,A0E0L-2I1M0H0T0D0,10000.0,LUX,29.47314467486829,"辐射,防护,放射疗法",辐照度是辐射通量密度的单位，表示单位面积上的辐射通量。通常用于描述电磁辐射对物体的照射强度。,"A phot (ph) is a photometric unit of illuminance, or luminous flux through an area. It is not an SI unit, but rather is associated with the older centimetre gram second system of units.  Metric dimensions: (illuminance = luminous intensity times solid angle / length).""","http://en.wikipedia.org/wiki/Phot?oldid=477198725,http://baike.baidu.com/item/%E8%BE%90%E9%80%8F"
PINT,品脱,Imperial Pint,pi,,Volume,A0E0L3I0M0H0T0D0,0.000568261,M3,31.93216969568798,"液体,容量,酒,液体测量",帝国品脱是英制容量单位之一，等于1/8英制加仑，大约等于568毫升。在英国和一些其他国家常用于计量液体体积。,"""Imperial Pint"" is an Imperial unit for  Volume expressed as (pint).""",",http://baike.baidu.com/view/462310.htm"
PINT_UK,品脱,Pint,,,Volume,A0E0L3I0M0H0T0D0,0.000568261,M3,34.60718344154722,"液体,容量,酒",品脱是英制液量单位之一，用于计量液体的体积。它的标准定义是1品脱等于0.56826125升。常用于计量啤酒、牛奶、水等食品和饮料。,,",http://baike.baidu.com/view/462310.htm"
PINT_UK-PER-DAY,品脱每天,Pint Per Day,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,6.58e-09,M3-PER-SEC,43.96399303801783,,它通常用于衡量啤酒的消费量，表示每天消费的品脱数。在一些国家和地区被用作饮酒限制的标准。,,
PINT_UK-PER-HR,品脱每小时,Pint Per Hour,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.58e-07,M3-PER-SEC,43.12296536796464,,品脱每小时是流动速率的单位，表示每小时流经一英国品脱的液体体积。常用于描述液体流量，特别是在饮料和油类的生产过程中。,,
PINT_UK-PER-MIN,品脱每分钟,Pint Per Minute,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,9.47e-06,M3-PER-SEC,40.05720653454334,,,,
PINT_UK-PER-SEC,品脱每秒,Pint Per Second,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.000568261,M3-PER-SEC,40.05720653454334,,,,
PINT_US,品脱,US Liquid Pint,pt,,LiquidVolume,A0E0L3I0M0H0T0D0,0.000473177,,17.259381020073537,"液体,容量,酒,厨房",,"""US Liquid Pint"" is a unit for  Liquid Volume expressed as (pt).""",",http://baike.baidu.com/view/462310.htm"
PINT_US-PER-DAY,品脱每天,Pint Per Day,pt/d,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,5.48e-09,M3-PER-SEC,35.72025592917492,,,,
PINT_US-PER-HR,品脱每小时,Pint Per Hour,pt/h,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.31e-07,M3-PER-SEC,35.72025592917492,,,,
PINT_US-PER-MIN,品脱每分钟,Pint Per Minute,pt/min,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,7.89e-06,M3-PER-SEC,35.72025592917492,,,,
PINT_US-PER-SEC,品脱每秒,Pint Per Second,pt/s,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.000473177,M3-PER-SEC,35.72025592917492,,,,
PINT_US_DRY,品脱,US Dry Pint,dry_pt,,DryVolume,A0E0L3I0M0H0T0D0,0.00055061,M3,22.342903678120727,"液体,测量,容器",美国干品脱是一个体积单位，用于测量固态食品、干货等干燥物质的容量。它等于0.5506104713575升或33.6003125立方英寸。,"""US Dry Pint"" is a C.G.S System unit for  Dry Volume expressed as (dry_pt).""",",http://baike.baidu.com/view/462310.htm"
PK_UK,配克,Peck,,,Volume,A0E0L3I0M0H0T0D0,0.009092181,M3,29.505090369029045,"时间,频率,光速",Peck是一个体积单位，美制容量单位之一，等于1/4 bushel或2 gallons。在古代美国、英国和其他国家的农村地区，曾被用作粮食、果实等干货的计量单位。,,",http://baike.baidu.com/view/462313.htm"
PK_UK-PER-DAY,配克每天,Peck Per Day,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.05e-07,M3-PER-SEC,38.78168326641379,,,,
PK_UK-PER-HR,配克每小时,Peck Per Hour,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,2.53e-06,M3-PER-SEC,38.78168326641379,,,,
PK_UK-PER-MIN,配克每分钟,Peck Per Minute,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.000151536,M3-PER-SEC,38.78168326641379,,,,
PK_UK-PER-SEC,配克每秒,Peck Per Second,,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.009092181,M3-PER-SEC,38.78168326641379,,,,
PK_US_DRY,配克,US Peck,pk,,DryVolume,A0E0L3I0M0H0T0D0,0.008809768,M3,22.541852873781657,"压力,流量,阀门",美国蒲式耳是一种干量的单位，常用于美国和加拿大等国家的粮食贸易中。它等于8夸脱，或者是2加仑。,"A peck is an imperial and U.S. customary unit of dry volume, equivalent to 2 gallons or 8 dry quarts or 16 dry pints. Two pecks make a kenning (obsolete), and four pecks make a bushel. In Scotland, the peck was used as a dry measure until the introduction of imperial units as a result of the Weights and Measures Act of 1824. The peck was equal to about 9 litres (in the case of certain crops, such as wheat, peas, beans and meal) and about 13 litres (in the case of barley, oats and malt). A firlot was equal to 4 pecks and the peck was equal to 4 lippies or forpets. ",",http://baike.baidu.com/view/462313.htm"
PK_US_DRY-PER-DAY,配克每天,Peck Per Day,pk/d,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,1.02e-07,M3-PER-SEC,37.04087389260194,,,,
PK_US_DRY-PER-HR,配克每小时,Peck Per Hour,pk/h,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,2.45e-06,M3-PER-SEC,37.04087389260194,,,,
PK_US_DRY-PER-MIN,配克每分钟,Peck Per Minute,pk/min,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.000146829,M3-PER-SEC,37.04087389260194,,,,
PK_US_DRY-PER-SEC,配克每秒,Peck Per Second,pk/s,,VolumeFlowRate,A0E0L3I0M0H0T-1D0,0.008809768,M3-PER-SEC,37.04087389260194,,,,
POISE,泊,Poise,P,,DynamicViscosity,A0E0L-1I0M1H0T-1D0,0.1,PA-SEC,70.81045634181521,"停车,港口,船只",泊是粘度单位，表示单位面积上下两点之间单位时间内通过的流体质量，也可以用来表示材料的流动性质。,The poise is the unit of dynamic viscosity in the centimetre gram second system of units. It is named after Jean Louis Marie Poiseuille.,http://en.wikipedia.org/wiki/Poise?oldid=487835641
POISE-PER-BAR,泊每巴,Poise Per Bar,P/bar,,Time,A0E0L0I0M0H0T1D0,1e-06,SEC,47.0211592166569,,,,
PPB,十亿分之几,Parts per billion,ppb,,DimensionlessRatio,A0E0L0I0M0H0T0D1,,,10.0,"比例,百分比,倍数",,"Dimensionless unit for concentration. Recommended practice is to use specific units such as (ug/l).""",http://aurora.regenstrief.org/~ucum/ucum.html#section-Derived-Unit-Atoms
PPM,百万分之,Parts per million,ppm,,DimensionlessRatio,A0E0L0I0M0H0T0D1,,,10.0,"比例,百分比,分数",,"Dimensionless unit for concentration. Recommended practice is to use specific units such as (ug/l).""",http://aurora.regenstrief.org/~ucum/ucum.html#section-Derived-Unit-Atoms
PPTH,千分之几,Parts per thousand,‰,,DimensionlessRatio,A0E0L0I0M0H0T0D1,,,10.0,"百分比,比例,概率",,"Dimensionless unit for concentration. Recommended practice is to use specific units such as (ug/l).""",http://aurora.regenstrief.org/~ucum/ucum.html#section-Derived-Unit-Atoms
PPTH-PER-HR,千分率,Parts per thousand per hour,‰/h,,,A0E0L0I0M0H0T-1D0,,,35.92583615270588,,,,
PPTR,兆分之,Parts per trillion,pptr,,DimensionlessRatio,A0E0L0I0M0H0T0D1,,,10.0,"比例,百分比,分数",,"Dimensionless unit for concentration. Recommended practice is to use specific units such as (ug/l).""",http://aurora.regenstrief.org/~ucum/ucum.html#section-Derived-Unit-Atoms
PPTR_VOL,体积百万亿分之一,Parts per trillion by volume,,,,A0E0L0I0M0H0T0D1,1e-12,,10.0,,,,
PSI,英磅/平方英寸,PSI,,,ForcePerArea,A0E0L-1I0M1H0T-2D0,6894.75789,PA,27.253513999354773,"压力,强度,材料",PSI是英磅/平方英寸的缩写，用于衡量材料的抗弯强度、抗压强度等力学特性。它常用于工程、航空航天、汽车等领域。,,
PSI-IN3-PER-SEC,磅每平方英寸立方英寸每秒,Psi Cubic Inch Per Second,,,Power,A0E0L2I0M1H0T-3D0,0.1129848,W,44.74946656543451,,,,
PSI-L-PER-SEC,磅每平方英寸公升每秒,Psi Litre Per Second,,,PowerPerArea,A0E0L0I0M1H0T-3D0,6.894757,W-PER-M2,44.74946656543451,,,,
PSI-M3-PER-SEC,磅每平方英寸立方米每秒,PSI Cubic Metre Per Second,,,Power,A0E0L2I0M1H0T-3D0,6894.757,W,44.74946656543451,,,,
PSI-PER-PSI,psi/psi,Psi Per Psi,,,PressureRatio,A0E0L0I0M0H0T0D1,1.0,PSI-PER-PSI,38.21878917399523,,,,
PSI-YD3-PER-SEC,磅每平方英寸立方码每秒,Psi Cubic Yard Per Second,,,Power,A0E0L2I0M1H0T-3D0,5271.42,W,44.10938429572496,,,,
PSU,真实的盐度单位,practical salinity unit,,,,A0E0L0I0M0H0T0D1,,,10.0,"海水,海洋,盐水,海盐",,"Practical salinity scale 1978 (PSS-78) is used for ionic content of seawater determined by electrical conductivity. Salinities measured using PSS-78 do not have units, but are approximately scaled to parts-per-thousand for the valid range. The suffix psu or PSU (denoting practical salinity unit) is sometimes added to PSS-78 measurement values. The addition of PSU as a unit after the value is ""formally incorrect and strongly discouraged""."" ;
",
PT,点,Point,pt,,Length,A0E0L1I0M0H0T0D0,2.54e-05,M,45.9454542911559,"面积,几何,坐标,数学",点是一个印刷单位，通常用于衡量字体的大小和打印机的精度。一个点等于1/72英寸或0.35毫米。在印刷和排版中，常用磅数和点数来表示字体的大小。,"In typography, a point is the smallest unit of measure, being a subdivision of the larger pica. It is commonly abbreviated as pt. The point has long been the usual unit for measuring font size and leading and other minute items on a printed page.",
Paanga,潘加,Pa'anga,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"电导,电阻,电流",,Tonga,http://en.wikipedia.org/wiki/Tongan_pa?anga?oldid=482738012
PakistanRupee,巴基斯坦卢比,Pakistan Rupee,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,钱,兑换,外汇",,Pakistan,http://en.wikipedia.org/wiki/Pakistani_rupee?oldid=494937873
Palladium-OunceTroy,钯,Palladium (one Troy ounce),,,Currency,A0E0L0I0M0H0T0D1,,,33.90541067415654,,,,
Pataca,澳元,Pataca,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"澳大利亚,货币,兑换,汇率",,Macau Special Administrative Region,"http://en.wikipedia.org/wiki/Pataca?oldid=482490442,http://baike.baidu.com/view/272494.htm"
PebiBYTE,拍字节,PebiByte,PB,,Dimensionless,A0E0L0I0M0H0T0D1,,,10.0,"数据存储,计算机,文件大小","['CountingUnit', 'Unit']","The pebibyte is a standards-based binary multiple (prefix pebi, symbol Pi) of the byte, a unit of digital information storage. The pebibyte unit symbol is PiB. 1 pebibyte =  1125899906842624bytes = 1024 tebibytes The pebibyte is closely related to the petabyte, which is defined as (10^{15} bytes = 1,000,000,000,000,000 bytes).""","http://en.wikipedia.org/wiki/Pebibyte?oldid=492685015,http://baike.baidu.com/view/3592577.htm"
Pennyweight,本尼威特,Pennyweight,,,Mass,A0E0L0I0M1H0T0D0,0.001555174,KiloGM,26.41949468042964,"连续剧,影片,播放",它是一个质量单位，常用于测量宝石等贵重物品的重量。一个Pennyweight等于20个格令，一个格令等于1/480分贝里安。它的国际单位制符号是dwt。,,",http://baike.baidu.com/item/%E6%9C%AC%E5%B0%BC%E5%A8%81%E7%89%B9"
PetaBYTE,拍字节,PetaByte,PB,,Dimensionless,A0E0L0I0M0H0T0D1,,,10.0,,"['CountingUnit', 'Unit']","A petabyte is a unit of information equal to one quadrillion bytes, or 1024 terabytes. The unit symbol for the petabyte is PB. The prefix peta (P) indicates the fifth power to 1000: 1 PB = 1000000000000000B, 1 million gigabytes = 1 thousand terabytes The pebibyte (PiB), using a binary prefix, is the corresponding power of 1024, which is more than (12% )greater .""","http://en.wikipedia.org/wiki/Petabyte?oldid=494735969,http://baike.baidu.com/view/3592577.htm"
PetaC,拍库仑,PetaCoulomb,PC,,ElectricCharge,A0E1L0I0M0H0T1D0,1000000000000000.0,C,34.8755439368406,,"['DerivedUnit', 'Unit']","A PetaCoulomb is (10^{15} C).""",
PetaJ,拍焦耳,Petajoule,PJ,,Energy,A0E0L2I0M1H0T-2D0,1000000000000000.0,J,40.72562759882023,,拍焦耳是能量的国际单位制中的一个单位，用于表示巨大的能量，相当于10的15次方焦耳。常用于描述核物理和天文学中的能量。,,
PhilippinePeso,菲律宾比索,Philippine Peso,,,Currency,A0E0L0I0M0H0T0D1,,,10.0,"货币,汇率,美元,兑换",,Philippines,http://en.wikipedia.org/wiki/Philippine_peso?oldid=495411811
PicoA,皮安培,picoampere,pA,,ElectricCurrent,A0E1L0I0M0H0T0D0,1e-12,,50.80266574530855,,皮安培是电流强度的单位，表示为每万亿分之一安培。常用于微小电流的测量，如电子器件和生物电学研究。,,
PicoA-PER-MicroMOL-L,皮安培数每微摩尔每升,Picoamps per micromole per litre,pA/μmol·l,,,A-1E1L-3I0M0H0T0D0,,,45.73472240564523,,,,
